TrueLabel,CategoryName,ImageId
403,acoustic guitar,9594ef7e0fc79ea8
539,dome,634d7f18d098cccb
854,"thatch, thatched roof",05cac1419419ce29
718,"pickup, pickup truck",868af4a2e614f5ac
888,vestment,6898f889c17f8e16
822,steel arch bridge,8e3324c208eb9a3b
965,potpie,7d7a8e41b8d0577e
683,obelisk,5ff168f7d006f69c
909,wing,f348adf7ea1967f7
918,comic book,40f79488e3c2d6c4
469,"cab, hack, taxi, taxicab",3e9496f7652e1968
481,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",2f7d5ff922af55c4
766,"rocking chair, rocker",79a5625805a08253
764,"revolver, six-gun, six-shooter",412311ea17528b7c
327,"lycaenid, lycaenid butterfly",00312c7e7196baf4
977,"promontory, headland, head, foreland",51d1c77f80467b59
830,"streetcar, tram, tramcar, trolley, trolley car",82179b1d313e0e23
484,castle,b0e0e06e647b478f
113,conch,c609f86fa706bb9e
911,wooden spoon,55a2e48a87c16998
52,triceratops,7d833ac8ab852bd2
963,"meat loaf, meatloaf",fe92a88132b5d67b
984,scuba diver,6ab876a15af539c4
821,steam locomotive,4fff343244f212cc
620,"lampshade, lamp shade",22a9c318b6e36853
913,"worm fence, snake fence, snake-rail fence, Virginia fence",71d368782c72e313
666,moped,65b8c8b065069802
985,rapeseed,b0619a61cf135f5e
320,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk",93394c1f9c4c0053
310,bee,aa90f93ed6fae139
469,"cab, hack, taxi, taxicab",aa07ba1587ec047e
709,"pedestal, plinth, footstall",5d8085ae68e07d72
475,cardigan,749ed3502293d019
964,"pizza, pizza pie",791c3d333052ca64
867,tractor,90e9a43bfb6a68b7
875,"trolleybus, trolley coach, trackless trolley",72e6ba0cc7fb30a6
898,"washer, automatic washer, washing machine",8c5b5bc0f39e2e06
981,volcano,cc43200264a62126
459,"brass, memorial tablet, plaque",be95f5be87f6fadd
994,gyromitra,7b6e963025eaeb66
305,"leaf beetle, chrysomelid",7f842d0c1e747334
980,"valley, vale",ed3cb7f5154ae02d
596,"harvester, reaper",6ecbd7d19f5b9147
792,shopping cart,d016b3204e7ca96e
971,alp,8400742ba78ac009
459,"brass, memorial tablet, plaque",121c87c3c822e2c5
975,geyser,76886996d4ab4614
100,goose,9d5ef11ec55123e5
582,"grille, radiator grille",1dfbeffd999f280e
547,electric guitar,e3f5dbed7bd31314
669,mosque,eb8ce5ba5c47e344
918,comic book,f5dffe28fc19b6e7
337,marmot,1ebff1b3c8de66de
108,jellyfish,0546b47c13f154d3
638,"mailbox, letter box",f52db15134c1a74e
441,beer bottle,8094d4088a08cf09
40,"common iguana, iguana, Iguana iguana",d9f624188d16fe93
13,"house finch, linnet, Carpodacus mexicanus",631b6820e91a9e3e
310,bee,611f453c4bb616b9
988,corn,5792d4a42d2a82c8
319,"lacewing, lacewing fly",c0e0c11350b8740e
909,wing,c663670c06c06ea4
309,fly,49591319edeb6b3a
625,library,02eb799d147d5f91
349,"ram, tup",f2d36d089779166a
662,Model T,cc8d850717026796
657,minivan,ab3fef142d031784
437,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",c84cbc2c05227bee
260,Pomeranian,9d55997552acf0de
581,"greenhouse, nursery, glasshouse",8da3593258ae27cb
650,"megalith, megalithic structure",fccab516c111d524
347,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",315e55af9615abd2
348,bison,c135337ca7a575ae
706,"passenger car, coach, carriage",3bfe9ff7b488485d
539,dome,1e33aa336b89dcff
676,moving van,39a483e9a23716ed
971,alp,5191cfba868056a5
437,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",4572c8986c28343b
937,head cabbage,7700d0ba053dc4bd
611,"jersey, T-shirt, tee shirt",eab9755117160864
526,"dam, dike, dyke",8b47d72b39b2bd33
735,"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria",7d2a7bca22967f29
657,minivan,8e89734ed940e222
610,"jeep, landrover",30b922dbfdbffd11
982,"ballplayer, baseball player",ef0e34b8ccb6d42f
821,steam locomotive,506b87b78daa499c
971,alp,62e0e0efc6deeef4
308,weevil,28652355cd12a1e7
763,"restaurant, eating house, eating place, eatery",0ed355357757528d
566,freight car,abe9504895f6e8dd
118,"chambered nautilus, pearly nautilus, nautilus",dd984311bff04342
418,balloon,f7947af6545be760
91,lorikeet,01244097ca8ffdfa
862,toilet seat,3cf4bb0637d0f182
499,"cinema, movie theater, movie theatre, movie house, picture palace",1d5361e858fe8462
563,fountain,6a50fbe8723a6a4a
577,gondola,001b5e6f1b89fd3b
437,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",25eef91443ded954
818,"sports car, sport car",ed3f9b6a081a4802
826,stone wall,95fbd20d0aaf319a
786,"seat belt, seatbelt",2bc6c55a0ab24f86
826,stone wall,319e8b63d6a194aa
771,running shoe,4fcc9c949d66a4e0
556,"fire engine, fire truck",5c847b72d1e1713f
947,cardoon,707bce947d54bcd8
133,"American egret, great white heron, Egretta albus",43fa89c17e628c06
309,fly,6612fd36e6dd9534
51,"American alligator, Alligator mississipiensis",4146a745f9b2f3cb
672,"mountain bike, all-terrain bike, off-roader",74bfc95412b2f824
979,"seashore, coast, seacoast, sea-coast",5fc906f27c8975d2
874,triumphal arch,2fc17ec1fad5d947
635,"lumbermill, sawmill",cb63df64516985c1
548,electric locomotive,7b8413ef241118df
858,throne,2e854fca826e54b3
650,"megalith, megalithic structure",f0add7f552d2d895
662,Model T,9d4674c86096e4bd
810,soup bowl,05437214d1ba9580
449,birdhouse,dacb07f80166a7fd
563,fountain,82b6f0bc71f5d0af
753,"racket, racquet",0f36316247c03427
498,"church, church building",efeabdd8a05e91f8
595,harp,7453471febf1db6f
132,"little blue heron, Egretta caerulea",e6f2de0c605f1ed3
548,electric locomotive,648231d9393250fd
581,"greenhouse, nursery, glasshouse",864fffaf7a83b3f4
672,"mountain bike, all-terrain bike, off-roader",c179282bd977c6e0
493,chest,40a7f086461190f3
918,comic book,90e1aa56cae80a60
14,"junco, snowbird",839aa3d166b020cf
133,"American egret, great white heron, Egretta albus",38bdd950c1d08be6
866,toyshop,2d95297e468bdf9b
540,"doormat, welcome mat",ef5b1e5a76ae66dc
689,"oscilloscope, scope, cathode-ray oscilloscope, CRO",7a11ae4c1f5e790c
542,"drum, membranophone, tympan",477bf90e7413df23
522,Crock Pot,7060ae82e5b96a77
974,coral reef,42e55ac6782d4d99
322,admiral,8868879c2acd5d9e
750,"quill, quill pen",5b3a8c63e41802e7
778,scabbard,659ca4ac6cc57e89
647,"maze, labyrinth",9534108b0e8dceb1
459,"brass, memorial tablet, plaque",fbc6b98b13c768e2
708,"pay-phone, pay-station",7c3b0d93654b39cd
979,"seashore, coast, seacoast, sea-coast",43694caa12d5f823
310,bee,69788a29e7436808
822,steel arch bridge,daa43d65c3b18a84
739,"pot, flowerpot",a8c3363bbcc7015c
548,electric locomotive,93a0857ff81c25ce
702,"parachute, chute",b11fa0f292c0178f
566,freight car,1dc0533f87996962
699,palace,589319c64adf5fce
71,"harvestman, daddy longlegs, Phalangium opilio",cebd45d7200f6111
133,"American egret, great white heron, Egretta albus",7e73c7adc520e406
105,"wallaby, brush kangaroo",6de6432b0f23ae75
738,"pop bottle, soda bottle",ebb4dad78cfd67a9
973,"cliff, drop, drop-off",e8c6f75ad26bae84
769,rugby ball,1e408a8d1e2cdc74
826,stone wall,11afa51200515f9a
920,street sign,9f6fe669276f04cf
133,"American egret, great white heron, Egretta albus",408bae58c26a8076
934,cheeseburger,b5548ecffa20aac8
498,"church, church building",9ee13ecd8d6727c0
822,steel arch bridge,d1a723656dc08b5e
297,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus",d1709eec353a6f93
889,viaduct,b89dbfcc49dcf156
965,potpie,7368fe0ff47343a0
329,sea urchin,d23fd2119c4f5dec
328,"starfish, sea star",5a0e21d54b9c4954
866,toyshop,4b8517e927f32962
980,"valley, vale",38deb4830d12358f
437,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",81804435ad51df95
709,"pedestal, plinth, footstall",e4941a341ace171a
422,"bannister, banister, balustrade, balusters, handrail",558a7b66b78ba65b
2,"goldfish, Carassius auratus",435137d9d4f4125e
14,"junco, snowbird",c43077b2283479be
428,"barrel, cask",77c72d0a01e1af70
718,"pickup, pickup truck",72ac2a5af79e26d5
327,"lycaenid, lycaenid butterfly",32c0e4647ce5a812
657,minivan,54153d17b11b495c
848,"tank, army tank, armored combat vehicle, armoured combat vehicle",fb1efda0b27d5289
820,stage,7c5ea6f89e6e2733
909,wing,721804d1d3a60206
556,"fire engine, fire truck",dcb6b32cd80f2b1f
490,chainlink fence,49c27b439d39a00c
934,cheeseburger,2c065d2dc6b2cf44
976,"lakeside, lakeshore",b3f200c672c5ca4f
515,cowboy boot,3f40eba168e5d385
878,turnstile,0e71473957df4793
629,"liner, ocean liner",6c9f8901246faff2
131,flamingo,a64ae1acd9d09a87
973,"cliff, drop, drop-off",05f7c084329ff0c6
904,wig,5d77597361d06d2b
896,"warplane, military plane",ac2a8a4777dbe746
151,sea lion,3d75d9676ad6361c
820,stage,e3a740861f12f49e
606,iPod,64577d3916d6dafb
742,"prayer rug, prayer mat",3b32eca218ed3dbe
606,iPod,0707f3dfb7c29f5c
518,crane,59e9bdbb7a3fc4ba
459,"brass, memorial tablet, plaque",686ea4ec999364ff
320,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk",cb71a056a8e05bb2
716,pickelhaube,f63d58b5af16091f
431,basketball,d3aa8ee50458c020
471,"candle, taper, wax light",2891f4aa2279d369
752,"racer, race car, racing car",ae24c23192976a40
916,yurt,348ac56def3ccd35
896,"warplane, military plane",d46216d31908163e
806,soccer ball,a8dd9ba15f7b817b
604,"horse cart, horse-cart",5224fec9ba33b50d
631,Loafer,b3c384a2d1a391c0
920,street sign,4a1a488e8a975f7c
404,"aircraft carrier, carrier, flattop, attack aircraft carrier",d7c1d1632cf0acc7
556,"fire engine, fire truck",ca50e3535eb6396c
912,"wool, woolen, woollen",30e132285c2e960f
404,"aircraft carrier, carrier, flattop, attack aircraft carrier",ea65c0ff71e7ceb3
442,beer glass,200285e90078210b
898,"washer, automatic washer, washing machine",cec46dbd1fa3473a
311,"ant, emmet, pismire",6314b953a2f66e36
304,"long-horned beetle, longicorn, longicorn beetle",1f3f949ccbc81c93
426,barn,04546cc5e537d7cd
719,pier,73064ceb466612d5
913,"worm fence, snake fence, snake-rail fence, Virginia fence",ae78688b32986638
471,"candle, taper, wax light",72d85232abd98067
604,"horse cart, horse-cart",89d8361c6bfe905c
996,earthstar,4ca02fd28a5e9703
755,"radio, wireless",48762c2cd2ed47e1
512,convertible,b217644382dcd864
738,"pop bottle, soda bottle",c4824f023903731a
885,vault,629138193e021cdf
976,"lakeside, lakeshore",7d4186ce0332245d
986,daisy,90dfd75887f3e67b
782,scoreboard,ed56c7616a8ac010
896,"warplane, military plane",5d6b9cadb6f9e1cd
101,"black swan, Cygnus atratus",a033832d9ff8913b
498,"church, church building",313ff0037b86260a
990,"hip, rose hip, rosehip",afe045d68f1a60d0
673,mountain tent,b19e2df06dbcccd9
631,Loafer,510e5062fef4a993
669,mosque,943274babd06a662
822,steel arch bridge,0e83f990a04ed67d
865,"tow truck, tow car, wrecker",607702d7ef44d081
336,"fox squirrel, eastern fox squirrel, Sciurus niger",e9811aebe8bed6e5
780,school bus,380053c506e32105
3,"great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias",668bc83a884d24f9
718,"pickup, pickup truck",be9a3bea2989a0b4
407,altar,b74c05ecff5f99d8
548,electric locomotive,7a51c260ca0e83e7
459,"brass, memorial tablet, plaque",e89d48768917f563
760,reflex camera,080bec22a6b1d37d
752,"racer, race car, racing car",e37b556e8889d2ec
818,"sports car, sport car",67dd47336dc89421
854,"thatch, thatched roof",25f85aadcf248cc1
469,"cab, hack, taxi, taxicab",c3e9a84e039df3ce
982,"ballplayer, baseball player",0134ba03294509a1
536,"disk brake, disc brake",53fe22426ff21243
392,"coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch",4053a6a3d0e63c01
332,hare,3ece3c1f94e4141a
683,obelisk,7d253f78ef6f029a
820,stage,fecd59b8de8ae6f7
708,"pay-phone, pay-station",24159caf9c5e92be
322,admiral,44982b98ba192bb7
780,school bus,7ca714cdcd5d36d9
561,football helmet,cbaff3255afbe83f
672,"mountain bike, all-terrain bike, off-roader",fafbad0b3093a886
356,llama,45315ea51da415ab
820,stage,1e4bb9fd37654da6
773,safety pin,5f3ea3c6b683fb57
923,menu,ccbcaf10176e78e0
407,altar,8d17aa69b4fd7b45
404,"aircraft carrier, carrier, flattop, attack aircraft carrier",c25da85d5d62b000
815,speedboat,beb3e55c385feb12
848,"tank, army tank, armored combat vehicle, armoured combat vehicle",ed3573d0c197fbaf
891,volleyball,95d1a6be6786190f
875,"trolleybus, trolley coach, trackless trolley",c8abefc975e94b10
95,hummingbird,be97d1e63c32043e
519,crash helmet,df2cd1b82d5dec14
580,"grand piano, grand",024f73e53c3c1f1d
820,stage,e957c417fcd20c5b
826,stone wall,795f5aef9bef8134
114,snail,422d08407aeed1be
476,car mirror,69a39406cb1d2ce5
558,"flagpole, flagstaff",564de663adeb8cd5
653,military uniform,04c1bde5affb7b5b
704,park bench,90f5385a77a49f77
939,cauliflower,604b54a3b7424d9b
536,"disk brake, disc brake",a6535c039bfeba2c
980,"valley, vale",35d67f3f70aeef92
737,"pool table, billiard table, snooker table",3efa3df701898afd
699,palace,f08f34c258228251
986,daisy,d47c9aabecda0e12
979,"seashore, coast, seacoast, sea-coast",d97c1f3f1c211d1a
973,"cliff, drop, drop-off",62949c357e429690
821,steam locomotive,9311a098cfb4b946
422,"bannister, banister, balustrade, balusters, handrail",38d8d105d5e70c80
405,airliner,a28beac14b9037da
771,running shoe,fa3aae44c2675e88
880,umbrella,44aa69f642b86628
158,papillon,6cc289dc7a8fce86
760,reflex camera,a92babc0a6436d3b
763,"restaurant, eating house, eating place, eatery",9fbeb797de1e1639
95,hummingbird,16179baa1513c701
519,crash helmet,5a8d5bc9bf40e832
896,"warplane, military plane",aa4e1cf9cb6e7801
309,fly,200735f93ea764f2
265,"Cardigan, Cardigan Welsh corgi",5d53f9bc389e98ad
991,"buckeye, horse chestnut, conker",5b974695c09ad165
986,daisy,becf3b004177ded6
840,suspension bridge,4f04ca75d7aafc0a
484,castle,8764eecf6e898c7f
404,"aircraft carrier, carrier, flattop, attack aircraft carrier",c5f5e09f4f5fd41a
859,tile roof,17f3b8a057bc01be
888,vestment,c10f6e0689efbc1c
367,"gorilla, Gorilla gorilla",0e9bdc3ab80b1a71
669,mosque,c17d39b1eba4cc03
120,"rock crab, Cancer irroratus",ec346009f286ffca
451,"bobsled, bobsleigh, bob",01fa4be27dd11b5d
405,airliner,490df9e021386d29
484,castle,08fbf75e60a6efb7
881,"unicycle, monocycle",fc583c08026e3d74
407,altar,db6c6671a6924eba
320,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk",5a6439b10c1f6761
699,palace,218e02b6cfa0466e
973,"cliff, drop, drop-off",3f8bf287f20333eb
780,school bus,be5543dc68f0b970
699,palace,87fcc5f70673d3d2
934,cheeseburger,99f175132cd1c6e2
976,"lakeside, lakeshore",a4f718e554dd18dd
920,street sign,46a489dcff5471a4
896,"warplane, military plane",38c6124f40b8d845
981,volcano,6740e1e89b5bbab4
884,vase,54ff02d9dfbf8540
522,Crock Pot,2c9398f44d099e0f
980,"valley, vale",6896a8b78f404dc8
986,daisy,d2d6ae6e0b8a0c31
977,"promontory, headland, head, foreland",fccfc3563cd562e1
977,"promontory, headland, head, foreland",d3a88c50958b1b5f
114,snail,513b3032ed1f388c
699,palace,6217866896fbe2b7
342,"hog, pig, grunter, squealer, Sus scrofa",21554e755b9706d2
780,school bus,87a2147620d5e1cb
490,chainlink fence,b86d604067f50613
318,leafhopper,af3736cca01a2d28
405,airliner,5adb3d985cf217a9
473,canoe,60566d5680497389
422,"bannister, banister, balustrade, balusters, handrail",1cfa5381359bff9f
662,Model T,cd40b0e46c9da574
609,"jean, blue jean, denim",e9ecdf28dc1d5a85
341,zebra,821aae58dc96b4b2
481,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",715335d5ddfca1f2
650,"megalith, megalithic structure",1be47d60e0156bbb
76,"black widow, Latrodectus mactans",8724748782cb6c31
971,alp,2ba52bcf59097dc8
519,crash helmet,2ed718f6db9785f8
800,sliding door,4a251fb6d80b5137
885,vault,3617bfc5d06bc196
422,"bannister, banister, balustrade, balusters, handrail",143c74a57326fd40
669,mosque,d051e0bd46125123
438,"beacon, lighthouse, beacon light, pharos",84af93c72781b7f0
976,"lakeside, lakeshore",a52570066ecc61fd
631,Loafer,3e8bf1eee7083f6e
561,football helmet,f6d5c95ce7908a58
979,"seashore, coast, seacoast, sea-coast",bfb2aaf48d7fc08c
74,"barn spider, Araneus cavaticus",5528f7330399485f
539,dome,635ea505879178ed
480,car wheel,a8631b077e74f7aa
672,"mountain bike, all-terrain bike, off-roader",bb03be3702584eeb
980,"valley, vale",8090736c8299ab28
775,sandal,74b13710bcf4f7f3
285,"Siamese cat, Siamese",ecd3a969dd466349
443,"bell cote, bell cot",2abcab3d77d4767e
650,"megalith, megalithic structure",8c975de17f3247d1
38,"box turtle, box tortoise",8d86fae18afef4e0
885,vault,619a9d0eb2acdd82
443,"bell cote, bell cot",9ab953cce5c7f879
58,"garter snake, grass snake",1c2e9fe8b0b2fdf2
830,"streetcar, tram, tramcar, trolley, trolley car",a414ccf5c51454e0
913,"worm fence, snake fence, snake-rail fence, Virginia fence",26aa2e6ee43387e7
704,park bench,3302a8c24caf20f4
437,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",dd722682a9f2b9dd
929,"ice cream, icecream",6afe58efa85756dc
484,castle,0ceee9a38409e30c
405,airliner,1df5e1adad21d618
548,electric locomotive,57e62606f02d0251
498,"church, church building",d0fe8afb55c3c7cd
931,French loaf,91d18b353d5b3be2
920,street sign,21b0803c965f76ef
386,"Indian elephant, Elephas maximus",f20783fc38473514
512,convertible,3d6e530955c60759
909,wing,7e5c847bafc4d50c
561,football helmet,0aebe24fc257286e
780,school bus,3c970c84b598f2d9
986,daisy,c6166621198a3de4
581,"greenhouse, nursery, glasshouse",134bfd93a04b88b2
971,alp,4227a6e105cc0588
848,"tank, army tank, armored combat vehicle, armoured combat vehicle",405dd60729a8c18d
973,"cliff, drop, drop-off",0d29832e5da60f5f
647,"maze, labyrinth",90ab38bb74020d5a
964,"pizza, pizza pie",068c5d66662a837a
672,"mountain bike, all-terrain bike, off-roader",e5f15610a22098bb
719,pier,4cd90a6459ce9571
407,altar,4a0bac33f8e81e60
574,go-kart,cc283b8f7f46fbf0
11,"brambling, Fringilla montifringilla",70b9b8ae11327472
142,"redshank, Tringa totanus",5dd8e133e66ecd3a
527,desk,4dc360d125c9238c
704,park bench,8805b0b20d808c49
469,"cab, hack, taxi, taxicab",15d27dbdc9eeda7f
563,fountain,448a738f6dcba07e
887,vending machine,e5948d6294eb8ca3
